city,temp_max,humidity,cloudiness,url,lat,lon,date,wind_speed,country
mariental,93.51,14,84,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=mariental,-24.63,17.97,1603816007,14.74,
saint-joseph,77.0,69,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=saint-joseph,-21.37,55.62,1603816007,2.24,RE
ahipara,57.72,91,76,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=ahipara,-35.17,173.17,1603816007,2.82,NZ
niltepec,89.4,48,12,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=niltepec,16.57,-94.62,1603816008,1.95,MX
namtsy,8.6,78,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=namtsy,62.72,129.67,1603816008,8.95,RU
isangel,74.23,81,35,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=isangel,-19.55,169.27,1603816008,13.96,VU
agadir,73.4,53,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=agadir,30.42,-9.6,1603816008,14.99,MA
prince rupert,48.2,100,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=prince rupert,54.32,-130.32,1603816008,2.24,CA
cayenne,91.4,59,20,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=cayenne,4.93,-52.33,1603816008,9.17,GF
new port richey,87.01,71,0,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=new port richey,28.24,-82.72,1603816008,7.0,US
chengde,40.57,53,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=chengde,40.97,117.94,1603816008,3.42,CN
gorontalo,76.05,78,98,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=gorontalo,0.54,123.06,1603816008,2.35,ID
serpa,62.6,59,40,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=serpa,37.95,-7.6,1603816008,6.93,PT
bambanglipuro,76.89,88,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=bambanglipuro,-7.95,110.28,1603815837,3.04,ID
san vicente,76.62,40,46,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=san vicente,-26.62,-54.13,1603816008,4.52,AR
shatrovo,24.62,96,100,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=shatrovo,56.52,64.63,1603816008,16.67,RU
clemson,71.6,82,90,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=clemson,34.68,-82.84,1603815739,4.7,US
roebourne,69.24,88,37,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=roebourne,-20.78,117.13,1603816009,6.33,AU
kuryk,50.47,47,4,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=kuryk,43.2,51.65,1603815857,14.97,KZ
aykhal,-7.6,83,70,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=aykhal,66.0,111.5,1603816009,2.24,RU
pochutla,81.0,74,75,http://api.openweathermap.org/data/2.5/weather?units=Imperial&APPID=e4068837b9354a5b158691132cc2699e&q=pochutla,15.74,-96.47,1603816009,4.7,MX
